날짜,종가,시가,고가,저가,거래량,변동 %
2017-11-16,2534.79,2522.42,2538.28,2514.51,302.93M,0.0066
2017-11-17,2533.99,2546.05,2559.10,2533.99,362.19M,-0.0003
2017-11-20,2527.67,2536.80,2542.62,2523.52,404.26M,-0.0025
2017-11-21,2530.70,2533.85,2539.88,2525.96,484.89M,0.0012
2017-11-22,2540.51,2546.61,2553.22,2535.19,485.67M,0.0039
2017-11-23,2537.15,2542.34,2544.58,2532.45,391.29M,-0.0013
2017-11-24,2544.33,2539.79,2544.33,2533.98,297.94M,0.0028
2017-11-27,2507.81,2544.74,2546.71,2506.69,284.89M,-0.0144
2017-11-28,2514.19,2512.52,2521.06,2500.93,348.24M,0.0025
2017-11-29,2512.90,2517.26,2524.41,2508.66,301.21M,-0.0005
2017-11-30,2476.37,2502.22,2506.32,2474.28,339.02M,-0.0145
2017-12-01,2475.41,2488.92,2488.92,2472.75,288.57M,-0.0004
2017-12-04,2501.67,2486.72,2501.67,2476.29,323.85M,0.0106
2017-12-05,2510.12,2490.73,2513.68,2487.15,395.43M,0.0034
2017-12-06,2474.37,2510.19,2510.47,2474.29,507.62M,-0.0142
2017-12-07,2461.98,2479.55,2480.85,2452.40,404.85M,-0.0050
2017-12-08,2464.00,2470.09,2473.17,2459.02,406.38M,0.0008
2017-12-11,2471.49,2467.81,2471.99,2457.98,240.14M,0.0030
2017-12-12,2461.00,2471.23,2471.43,2455.39,281.19M,-0.0042
2017-12-13,2480.55,2462.42,2481.92,2457.70,254.95M,0.0079
2017-12-14,2469.48,2486.57,2514.61,2469.48,317.79M,-0.0045
2017-12-15,2482.07,2488.39,2495.08,2475.99,340.76M,0.0051
2017-12-18,2481.88,2488.83,2488.83,2477.29,324.36M,-0.0001
2017-12-19,2478.53,2487.83,2498.67,2470.49,308.39M,-0.0013
2017-12-20,2472.37,2473.82,2484.50,2470.62,236.18M,-0.0025
2017-12-21,2429.83,2471.34,2471.73,2429.83,247.33M,-0.0172
2017-12-22,2440.54,2437.59,2444.57,2426.94,230.41M,0.0044
2017-12-26,2427.34,2447.67,2457.19,2427.34,224.64M,-0.0054
2017-12-27,2436.67,2420.86,2436.68,2411.48,194.85M,0.0038
2017-12-28,2467.49,2439.31,2467.51,2437.26,220.34M,0.0126
2018-01-02,2479.65,2474.86,2481.02,2465.94,262.20M,0.0049
2018-01-03,2486.35,2484.63,2493.40,2481.91,331.10M,0.0027
2018-01-04,2466.46,2502.50,2502.50,2466.45,333.84M,-0.0080
2018-01-05,2497.52,2476.85,2497.52,2475.51,308.77M,0.0126
2018-01-08,2513.28,2510.70,2515.37,2494.18,311.43M,0.0063
